revenue,outcalls,incalls,months,eqpdays,webcap,marryyes,travel,pcown,creditcd,retcalls,churndep
19.89,0,0,34,1026,0,0,0,1,1,0,0
29.99,0,0,34,1015,0,1,0,0,1,0,0
39.83,0,0,18,317,1,1,0,0,1,1,0
37.3,7,0,33,995,0,1,1,1,1,0,0
32.49,1.33,0,33,998,0,1,0,0,1,0,0
32.14,4.33,0,46,1133,0,1,0,1,1,0,0
37.47,0,0,42,1274,1,0,1,1,1,0,0
44.99,24,3.33,9,217,1,1,0,0,1,1,0
24.85,64.33,7.33,8,240,1,1,0,1,1,1,0
108.82,31.33,3.33,24,720,0,0,0,1,0,0,0
30.98,1,0,29,425,1,1,1,1,1,1,0
60.76,5,3,26,788,0,0,0,0,0,0,0
58.05,12,0,31,935,0,1,1,0,1,0,0
17.52,1.33,0,39,1152,1,0,0,0,0,0,0
82.6,181.67,8.67,27,789,0,0,0,0,0,0,0
116.75,21.33,0.67,11,38,1,0,0,0,0,1,0
59.22,27,15.33,33,996,0,1,1,0,1,0,0
62.49,30.67,1.33,28,793,0,0,0,0,0,0,0
36.59,12,1.33,32,953,0,1,0,1,1,0,0
56.77,28.33,5.67,32,943,0,0,0,0,1,0,0
30.24,2,0,26,789,0,0,0,0,0,0,0
19.42,0,0,27,811,0,0,0,0,0,0,0
85.11,93,17.67,31,936,0,1,0,0,1,0,0
32.1,3,0,31,935,0,1,0,1,1,0,0
27.52,0,0,26,783,0,0,0,0,0,0,0
19.95,0,0,31,945,0,0,0,0,1,0,0
30.26,0,0,25,767,0,0,0,0,0,0,0
20.17,1.67,0.33,31,943,0,1,0,0,1,0,0
318.86,101,0.67,33,117,1,0,0,0,1,1,0
30.23,1,0,31,929,0,1,0,0,1,0,0
50,2.67,0,24,732,0,0,0,0,0,0,0
29.99,1,0,31,927,0,0,0,0,1,0,0
188.96,15,0,32,957,1,1,0,0,1,0,0
30.49,3.33,0.33,31,926,0,0,0,0,1,0,0
76.84,34,0,39,957,0,1,0,0,1,0,0
82.49,0,0,33,977,1,0,0,0,0,0,0
58.58,5.67,0.33,23,707,0,0,0,0,0,0,0
88.3,17.67,0.67,22,665,0,0,0,0,0,0,0
78.89,51.67,41.33,29,869,0,0,0,0,0,0,0
33.24,0.67,0,40,1203,1,1,0,0,1,0,0
25.17,0,0,31,925,0,1,0,0,1,0,0
30.87,10.67,0.33,30,907,0,0,0,0,1,0,0
21.65,0,0,23,322,1,1,0,0,1,1,0
115.36,82.67,57.67,11,168,1,0,0,0,0,1,0
72.74,1.33,0.33,27,829,0,0,0,0,1,0,0
44.49,27,1.33,30,893,0,0,1,0,1,0,0
31.21,8.67,0,29,891,0,1,0,0,1,0,0
86.29,13.33,9.67,28,849,0,0,0,0,1,0,0
17.1,0,0,30,911,0,1,0,1,1,0,0
44.47,17.33,15.67,19,191,1,1,0,1,0,1,0
30.6,10.33,9.33,31,414,1,0,0,0,1,1,0
69.5,22.67,4.67,28,845,0,0,1,0,1,0,0
120.52,20,4,26,766,0,1,0,1,1,0,0
30.17,2.33,0,29,880,0,1,0,0,1,0,0
55.41,2,0,28,842,0,0,0,0,1,0,0
31.55,1.33,5,30,900,0,0,0,0,1,0,0
34.79,22.33,9.67,25,756,0,0,0,0,0,0,0
76.73,7.67,4,24,263,1,1,0,0,1,1,0
50,3.67,2.67,29,237,1,0,0,0,0,1,0
48.3,36.33,10.67,24,732,0,0,0,0,0,0,0
32.49,1,0,29,871,0,1,0,0,1,0,0
17.4,0,0,25,743,0,0,0,0,0,0,0
249.44,168.67,65.67,11,22,1,0,0,0,0,1,0
36.17,5.67,0,28,853,0,0,0,1,1,0,0
40.72,18.67,0,33,990,1,0,0,0,0,0,0
40.45,5.67,0,28,847,0,1,0,0,1,0,0
39.99,19.67,11.33,30,902,0,0,0,0,1,0,0
34.55,4,3.33,30,882,0,1,0,1,1,0,0
29.99,0.33,0,29,866,0,0,0,0,1,0,0
12.94,27.67,6,30,912,0,1,0,1,1,0,0
28.49,0.33,0,28,853,0,0,0,1,1,0,0
64.12,18.33,14.67,28,338,1,1,0,0,1,1,0
54.17,3,2,38,924,0,1,0,0,1,0,0
44.96,0,0,38,407,1,0,0,0,1,1,0
45.52,31,2.33,24,165,1,0,0,0,0,1,0
33.74,7.33,0.67,23,682,0,0,0,0,0,0,0
56.68,4,0.33,31,931,1,0,0,0,0,0,0
58.17,5.33,0,26,785,0,1,0,0,1,0,0
49.94,23.33,0.67,22,651,0,0,0,0,0,0,0
115.28,61.33,0.33,14,77,1,0,0,0,1,1,0
55.64,16.33,6.33,27,814,0,0,0,0,1,0,0
16.99,0,0,23,692,0,0,0,0,0,0,0
79.26,6,3.67,16,42,1,0,0,0,0,1,0
61.11,54,20,33,1000,1,0,0,0,0,0,0
74.99,10,2,31,716,0,0,0,0,0,0,0
86.24,19.67,4.67,25,752,0,1,0,0,1,0,0
29.99,0,0,27,818,0,0,0,1,1,0,0
30.24,3.67,0.33,22,664,0,0,0,0,0,0,0
34.99,6.33,0.33,27,813,0,0,0,0,1,0,0
32.16,4,1.67,18,103,1,1,0,0,0,1,0
39.64,4,1,26,796,0,1,0,0,1,0,0
30.87,0,0,37,1109,1,1,0,0,1,0,0
50.64,9,0,21,625,0,0,0,0,0,0,0
30,0.67,0,37,1104,1,0,0,0,1,0,0
94.52,40.67,5,19,565,0,0,0,0,0,0,0
10,3.67,1.33,37,1127,1,1,0,0,1,0,0
30,0,0,36,1090,1,1,0,0,1,0,0
31.37,29.33,12.67,29,861,0,1,0,0,1,0,0
37.4,14.67,2.33,26,790,0,1,0,0,1,0,0
4.19,0.33,0.67,53,998,0,0,0,0,0,0,0
34.99,9,1.67,36,1087,1,1,0,0,1,0,0
81.49,39.67,17.67,36,1082,1,1,0,1,1,0,0
30.27,7.33,0,35,1073,1,1,0,1,1,0,0
16.99,0,0,27,811,0,1,0,0,1,0,0
34.99,21.67,3.67,27,802,0,1,0,0,1,0,0
32.5,5.33,2,36,1086,1,1,0,1,1,0,0
19.83,0.33,1.33,27,811,0,1,0,0,1,0,0
52.89,2.67,0.33,25,751,0,1,0,0,1,0,0
33.24,0,0,26,777,0,1,0,0,1,0,0
20.56,2,0,31,932,1,0,0,0,0,0,0
30.25,2.67,2,31,837,0,0,0,0,1,0,0
59.1,21.67,0,25,737,0,0,0,0,1,0,0
36.63,64.67,7,19,199,1,0,0,0,1,1,0
177.79,57.33,4,23,687,1,0,0,0,0,0,0
40.42,3.33,0,25,754,0,1,1,0,1,0,0
99.33,112.67,33.33,18,197,1,0,0,0,1,1,0
51.15,21.33,12.67,36,1087,1,0,0,0,1,0,0
33.69,7.33,3.67,35,1063,1,1,0,1,1,0,0
32.09,5.67,1,25,759,0,1,0,1,1,0,0
71.36,65,13,26,763,0,1,0,0,1,0,0
16.99,0,0,21,628,0,1,0,0,0,0,0
34.66,9,4,35,1061,1,1,0,1,1,0,0
40.33,12,11.33,21,636,0,0,0,0,0,0,0
87.12,30,1.33,22,667,0,0,0,0,1,0,0
10,0,0,37,1095,1,0,0,0,1,0,0
52.99,8.33,1,18,558,0,0,0,0,0,0,0
33.71,7.33,9.67,36,1087,1,0,0,0,1,0,0
10,1.33,0.33,36,1084,1,1,0,0,1,0,0
92.35,17,10.67,12,62,1,0,0,1,1,1,0
30.77,13.67,1.67,30,899,1,0,0,0,0,0,0
59.32,16.67,1,24,712,0,0,0,0,1,0,0
20.02,0,0,34,1047,1,1,0,1,1,0,0
48.5,4,0,24,717,0,1,0,1,1,0,0
59.99,25,0,23,694,0,1,0,0,1,0,0
62.45,25.33,1.33,23,692,0,1,0,0,1,0,0
88.34,57,0.67,27,793,1,0,0,0,0,0,0
84.52,25.67,4,22,665,0,0,0,0,1,0,0
16.99,1.67,0,21,613,0,0,0,0,0,0,0
83.65,34.67,2,27,797,1,0,0,0,0,0,0
35,4.67,0.33,24,722,0,1,0,0,1,0,0
43.67,9.67,11.33,35,1053,1,1,0,0,1,0,0
89.72,17.67,3,30,924,1,1,1,1,1,0,0
19.99,0.67,0,35,1041,1,0,0,0,1,0,0
48.47,8.33,1.33,23,696,0,1,1,1,1,0,0
28.75,22,0.33,25,735,0,0,0,0,1,0,0
50.49,21,7.67,18,557,0,0,0,0,0,0,0
70.43,8.67,0,32,953,1,1,0,0,1,0,0
34.9,13.33,0,36,1033,1,1,0,1,1,0,0
50.65,33,3.67,34,1006,1,0,0,0,1,0,0
37.05,3.67,1.33,24,716,0,1,0,1,1,0,0
199.67,15.33,0.33,25,739,1,1,0,0,1,0,0
112.84,11.33,0.67,29,875,1,1,1,1,1,0,0
434.34,29,2,7,198,1,0,0,0,0,0,0
106.11,2.33,0,18,52,1,0,0,0,1,1,0
31.42,6.33,0.67,23,706,0,0,0,0,1,0,0
33.76,8,4.67,24,724,0,1,0,1,1,0,0
46.15,8,0.67,23,685,0,0,0,0,1,0,0
47.74,5.33,0,33,978,1,1,0,1,1,0,0
34.99,12,3.67,34,1013,1,1,1,0,1,0,0
26.05,1.67,0,23,704,0,0,0,0,1,0,0
34.99,1,0,33,991,1,1,0,0,1,0,0
34.1,0.67,0,24,704,0,0,0,0,1,0,0
37.02,10,4.33,19,37,1,0,0,0,0,1,0
35.82,11.67,0,36,1018,1,1,0,0,1,0,0
22.01,0,0,34,1012,1,1,0,0,1,0,0
59.23,9,15,24,720,0,1,0,0,1,0,0
68.76,11.33,0,31,929,1,1,1,0,1,0,0
66.29,13.67,0.33,30,922,1,1,0,0,1,0,0
35.78,9.67,0,32,972,1,1,1,1,1,0,0
50.71,5.67,0,31,945,1,1,0,1,1,0,0
0.35,0,0,53,930,0,0,0,0,0,0,0
9.5,1.67,0,29,864,1,0,0,0,0,0,0
36.48,9,0.33,27,814,1,0,0,0,0,0,0
30.25,7.33,1.33,21,568,0,0,0,0,0,0,0
49.99,0.67,0,31,941,1,1,0,1,1,0,0
44.08,1.33,0.67,36,184,1,0,0,0,0,1,0
35.94,3,0.67,23,681,0,0,0,1,1,0,0
33.73,1.33,1.33,28,826,1,1,0,0,0,0,0
34,3.67,0,28,731,0,0,0,1,1,0,0
74.64,1,1,30,902,1,0,0,0,1,0,0
53.15,1.67,0,16,481,0,0,0,0,0,0,0
20.58,0,0,24,701,0,1,0,0,1,0,0
62.12,34.67,2.33,25,763,1,0,0,0,0,0,0
30.65,0.67,0,31,955,1,0,0,0,1,0,0
88.01,0,0,14,418,0,0,0,0,0,0,0
29.99,2.67,0,32,962,1,1,0,1,1,0,0
50.49,56,12,18,11,1,0,0,0,0,1,0
26.02,0,0,22,666,0,1,1,0,1,0,0
46.95,6.67,0,20,622,0,1,0,0,1,0,0
33.59,1.33,0,34,872,1,0,0,0,0,0,0
38.08,11.33,0,32,949,1,0,0,0,1,0,0
17.99,1.67,0,33,980,1,1,0,1,1,0,0
63.96,14.67,2.33,31,916,1,0,0,0,1,0,0
29.99,0.33,0,22,659,0,0,0,0,1,0,0
15.87,0,0,23,684,0,0,0,0,1,0,0
67.59,29.33,1.33,30,897,1,0,0,0,1,0,0
50.44,26,0.67,25,759,1,0,0,0,0,0,0
44.23,5.33,0.33,31,929,1,1,0,0,1,0,0
30.37,22,1.67,31,948,1,0,0,0,1,0,0
87.12,26,12,24,742,1,0,0,0,0,0,0
19.47,0,0,22,668,0,0,0,0,1,0,0
63.75,64.67,0.67,20,601,0,0,0,1,1,0,0
30.26,2.33,0,31,942,1,0,0,0,1,0,0
87.24,9.33,0,20,51,1,0,0,0,1,1,0
43.53,13,15.33,28,646,0,0,0,0,0,0,0
58.26,4.67,0,20,603,0,1,0,0,1,0,0
130.93,61.67,18,19,568,0,1,0,1,1,0,0
39.99,4.33,1,32,943,1,1,0,1,1,0,0
36.95,4.33,0,22,646,0,1,0,1,1,0,0
12.37,7.33,1.67,33,985,1,0,0,0,1,0,0
39.79,23.67,3.33,31,939,1,1,0,0,1,0,0
40.02,4.67,1.67,31,933,1,0,0,0,1,0,0
58.97,17.33,7.67,16,479,0,0,0,0,0,0,0
28.23,8.33,5,43,887,0,0,0,1,1,0,0
39.1,9.33,0.33,31,927,1,1,0,0,1,0,0
30,13,2,32,951,1,0,0,0,1,0,0
56.75,0.67,0,30,895,1,1,0,0,1,0,0
16.25,0.33,0,32,959,1,0,1,1,1,0,0
30.5,24.33,4.67,23,671,0,0,0,0,1,0,0
344.74,97.33,9.67,11,310,1,0,0,0,0,0,0
50.29,5,0,25,744,1,0,0,0,0,0,0
30.27,10,6,22,662,0,0,0,1,1,0,0
35.13,1,0,30,914,1,1,0,0,1,0,0
40.96,11.33,0,31,918,1,1,0,0,1,0,0
30.3,2.33,0.33,31,930,1,0,0,0,1,0,0
51.37,7.33,0,21,609,0,0,0,1,1,0,0
32.94,0,0,21,629,0,0,0,0,1,0,0
41.75,13.33,1.67,31,921,1,1,0,0,1,0,0
37.24,11.33,0.67,21,626,0,1,0,0,1,0,0
95.71,53.67,34,18,111,1,1,0,0,1,1,0
64.74,47.67,0,29,869,1,0,0,0,1,0,0
11.73,0.33,0.67,27,805,1,0,0,0,0,0,0
33.73,0.33,0,25,758,1,0,0,0,0,0,0
31.25,8.67,0,35,671,0,1,0,0,0,0,0
37.41,2.33,0,20,611,0,0,0,0,1,0,0
38.31,34.33,4,31,928,1,0,0,0,1,0,0
30,0,0,21,628,0,0,0,0,1,0,0
53.97,16.67,0,30,888,1,0,0,1,1,0,0
265.67,119.33,67.67,46,212,1,0,0,0,0,1,0
253.25,6.67,14,16,465,1,0,0,0,0,0,0
10,0,0,22,659,0,1,0,1,1,0,0
30.49,30.67,13.33,27,819,1,0,0,0,0,0,0
34.99,3.67,0,30,907,1,1,0,1,1,0,0
16.14,0,0,32,948,1,0,0,0,1,0,0
30.26,5.33,0,20,615,0,1,0,1,1,0,0
66.05,4,1,14,414,0,0,0,0,0,0,0
22.49,4.67,2,17,495,0,1,0,0,0,0,0
36.85,8,4,30,915,1,1,0,0,1,0,0
33.81,7,2.67,25,759,1,0,0,0,0,0,0
84.39,2.33,0,23,675,1,0,0,0,0,0,0
17.58,0,0,31,933,1,1,0,1,1,0,0
138.24,39,10,26,780,1,0,0,0,1,0,0
42.87,0,0,20,597,0,1,0,1,1,0,0
30,20,3,21,630,0,1,0,1,1,0,0
30.45,4,0.33,20,611,0,0,0,0,1,0,0
30.51,1,0,29,896,1,0,0,0,1,0,0
32.74,15.33,2.33,26,766,1,0,0,0,0,0,0
40.37,10,17.67,22,672,0,1,0,1,1,0,0
93.62,37.67,10,28,846,1,1,0,0,1,0,0
41.47,21.33,4.33,26,762,1,0,0,0,0,0,0
16.99,0,0,30,919,1,0,0,1,1,0,0
167.31,276.67,3,24,702,1,0,0,0,1,0,0
145.31,118,48.33,11,15,1,0,0,0,1,1,0
364.03,116,26,11,320,1,0,0,0,0,0,0
46.88,8,13.67,25,59,1,0,0,0,0,1,0
35.6,5,2,29,893,1,0,0,0,1,0,0
75.36,19.67,3,28,842,1,0,0,0,1,0,0
35.08,4,0,30,897,1,1,0,1,1,0,0
16.99,0,0,21,630,0,1,0,0,1,0,0
15.04,0.67,0,43,857,0,0,0,0,1,0,0
55.19,31.33,20,21,646,0,0,0,1,1,0,0
29.99,0,0,30,897,1,0,0,0,1,0,0
81.63,26.33,5,13,383,0,0,0,0,0,0,0
25.34,3,1,30,904,1,1,0,0,1,0,0
25.74,0,0,29,889,1,1,0,0,1,0,0
75,24,0.67,22,662,1,0,0,0,0,0,0
117.58,10.33,0,24,23,1,0,0,0,1,1,0
30.73,2.33,0,25,739,1,0,0,0,0,0,0
103.4,12.67,1.33,20,612,1,1,0,1,0,0,0
16.99,0,0,31,918,1,0,0,0,1,0,0
31.25,3.33,1.33,29,885,1,1,0,0,1,0,0
30.35,7.33,0,41,813,0,0,0,0,1,0,0
10.05,1.33,0,30,914,1,0,1,0,1,0,0
65.94,12,0,27,822,1,0,0,0,1,0,0
20.17,4.67,2.33,21,623,0,0,0,0,1,0,0
37.12,2.67,0.67,19,578,0,0,0,0,1,0,0
129.51,21.33,2.33,27,44,1,1,0,0,1,1,0
30.25,4.67,1.67,30,895,1,1,0,1,1,0,0
47.29,12,0.67,23,698,1,1,0,0,0,0,0
58.19,37.33,4.67,29,149,1,0,0,0,1,1,0
30.24,0.33,0,21,603,0,1,0,1,1,0,0
62.72,27.33,1.33,23,682,1,0,0,0,0,0,0
121.12,55.33,5,25,753,1,1,0,1,1,0,0
12.36,14,5,16,482,0,0,0,0,0,0,0
49.99,53.33,19.67,28,89,1,0,0,0,0,1,0
29.99,0.33,0,29,878,1,0,0,0,1,0,0
106.07,3,0,15,456,0,0,0,0,1,0,0
13.4,2.33,0.33,20,609,0,1,0,1,1,0,0
32.19,0.33,0,30,883,1,0,0,0,1,0,0
30.77,12.67,2,19,583,0,1,0,0,1,0,0
39.79,0.67,0,19,567,0,0,0,0,1,0,0
37.02,7.33,1.67,19,575,0,1,0,0,1,0,0
34.56,3.33,1.33,28,862,1,1,0,1,1,0,0
41.11,7.67,10.33,25,748,1,0,0,0,0,0,0
44.32,6,0,29,857,1,0,0,0,1,0,0
29.99,3,0,28,862,1,0,0,0,1,0,0
24.99,1.67,0.67,30,890,1,1,0,0,1,0,0
50.45,0,0,22,674,1,0,0,0,0,0,0
16.99,0,0,30,896,1,1,1,1,1,0,0
16.38,12.67,9.33,21,638,0,1,0,1,1,0,0
35.84,17.33,6.33,30,893,1,0,0,0,1,0,0
10,1.33,1.33,20,609,0,1,0,0,1,0,0
136.93,72,7.33,20,579,1,0,0,0,0,0,0
159.99,81.33,9.33,25,714,1,1,1,1,1,0,0
62.74,7,0,26,801,1,1,0,0,1,0,0
32.09,9.67,4.33,29,878,1,1,0,0,1,0,0
39.66,4.67,0,27,835,1,1,1,1,1,0,0
35.66,23,0,23,695,1,0,0,0,0,0,0
101.7,9,0.33,25,747,1,0,0,0,1,0,0
50.44,0,0,18,536,0,1,0,1,1,0,0
40.05,23.33,1,28,847,1,0,0,0,1,0,0
32.78,0,0,18,555,0,1,0,0,1,0,0
42.91,18.33,4.33,33,905,1,0,0,0,1,0,0
208.61,19,0,21,587,1,0,0,0,1,0,0
35.74,6.33,0.33,29,859,1,1,0,0,1,0,0
35.47,1,0,29,858,1,0,0,0,1,0,0
38.03,3.33,5,15,429,0,0,0,0,0,0,0
17.55,0.67,0,19,580,0,1,0,1,1,0,0
43.69,37.33,0.67,23,685,1,0,0,0,0,0,0
66.92,25.67,4.33,27,815,1,0,0,0,1,0,0
51.74,14.67,3.67,18,543,0,0,0,0,1,0,0
30.27,15.67,0,28,852,1,1,0,0,1,0,0
59.99,14.33,2.67,21,652,1,0,0,0,0,0,0
49.99,0,0,18,11,1,0,0,0,1,1,0
24.46,2.67,0,28,856,1,0,0,0,1,0,0
30.1,0,0,19,563,0,0,0,0,1,0,0
85.03,25,14,31,863,1,1,0,0,1,0,0
44.9,6.67,1.33,23,682,1,0,0,0,0,0,0
26.41,0.67,0,23,698,1,0,0,0,0,0,0
30.17,3,0.33,28,847,1,0,0,0,1,0,0
41.95,29,13.33,37,967,1,0,0,0,1,0,0
42.33,2.67,2,17,531,0,0,0,0,1,0,0
33.22,7.33,3.33,14,411,0,0,0,0,0,0,0
44.91,6.33,2.33,14,395,0,0,0,0,0,0,0
17.15,0,0,19,572,0,0,0,0,1,0,0
49.7,7.33,0.33,21,648,1,0,0,0,0,0,0
30.31,2,0,18,546,0,1,0,0,1,0,0
42.49,3.33,5.33,29,856,1,1,0,0,1,0,0
10.09,2.33,0.33,29,876,1,1,0,1,1,0,0
20.66,0,0,19,565,0,1,0,1,1,0,0
30.52,2.67,0,19,554,0,0,0,0,1,0,0
91.79,5.33,1,19,580,1,0,0,0,0,0,0
30.74,8.33,0.67,27,831,1,1,0,1,1,0,0
73.64,5.67,3,25,770,1,1,0,0,1,0,0
30.82,1.33,2.33,19,558,0,1,1,1,1,0,0
19.99,3,0.67,29,861,1,0,0,0,1,0,0
71.09,25.33,14.33,24,692,1,0,0,0,0,0,0
34.83,20.67,2,17,531,0,1,0,1,1,0,0
99.77,18.67,5.33,31,94,1,0,0,1,1,1,0
144.33,106.67,9.67,18,534,1,0,0,0,0,0,0
35.55,33,11,23,708,1,0,0,0,0,0,0
30.61,2,1,27,827,1,0,0,0,1,0,0
29.99,13,3.67,20,570,0,0,0,0,1,0,0
39.25,8,1,22,662,1,0,0,0,0,0,0
48.11,13.33,0,25,590,0,1,0,0,1,0,0
31.84,3.67,0,23,677,1,0,0,0,0,0,0
43.47,28,4.33,22,667,1,0,0,0,0,0,0
38.5,0,0,17,517,0,1,0,1,1,0,0
37.11,5,0.33,21,651,1,0,0,0,0,0,0
30.84,10.67,0,22,667,1,0,0,0,0,0,0
19.99,0,0,29,854,1,1,0,0,1,0,0
61.8,37,11.33,33,884,1,1,0,0,1,0,0
60.24,18.33,2,27,795,1,0,0,0,1,0,0
47.43,9.67,3,17,514,0,1,0,0,1,0,0
34.02,4,0,28,825,1,1,0,0,1,0,0
30.26,0.67,0,18,532,0,1,0,0,1,0,0
32.63,0.67,0,17,519,0,1,0,1,1,0,0
29.19,3,0.67,28,638,0,1,0,0,1,0,0
51.14,25,8.33,27,819,1,0,0,0,1,0,0
167.5,122.33,7,32,636,1,0,0,0,0,0,0
84.27,18.33,1.33,24,729,1,0,0,0,1,0,0
69.86,45.33,6.67,17,495,0,0,0,0,1,0,0
36.57,18,30.67,31,941,1,1,0,1,1,0,0
104.51,100.67,53,23,138,1,1,0,0,1,1,0
35.98,24,14,19,572,0,1,0,0,1,0,0
49.62,12.33,0,17,493,0,1,0,0,1,0,0
49.99,9.33,2.67,26,787,1,1,0,1,1,0,0
34.98,1.33,0.33,26,796,1,1,0,0,1,0,0
38.71,9.67,1.67,34,165,1,1,0,0,1,1,0
30.5,0,1,28,822,1,1,1,0,1,0,0
57.99,58,10.67,27,811,1,1,0,0,1,0,0
47.96,4.67,1,23,37,1,0,0,0,1,1,0
29.99,0.33,0,22,654,1,0,0,0,0,0,0
53.24,1.33,3.33,27,793,1,1,0,0,1,0,0
28.74,10,3.33,18,533,0,0,0,0,1,0,0
37.05,2,0,17,503,0,0,0,0,1,0,0
52.98,22,0,28,690,1,0,0,0,0,0,0
77.45,46.33,4.33,19,583,1,0,0,0,0,0,0
81.77,0,0,25,730,1,1,0,0,1,0,0
45.81,24.33,1.67,27,793,1,1,0,0,1,0,0
29.99,3.67,0,27,805,1,1,0,0,1,0,0
43.38,0,0,26,780,1,1,0,0,1,0,0
60.53,6.33,1.33,25,755,1,1,0,1,1,0,0
40.49,1,0,27,793,1,1,0,1,1,0,0
46.12,6.33,1,25,769,1,1,0,1,1,0,0
39.66,10.67,1,20,620,1,0,0,0,0,0,0
30.42,9.33,2.33,21,643,1,0,0,0,0,0,0
39.33,3,0,27,791,1,1,0,0,1,0,0
59.24,16,0,24,738,1,1,0,0,1,0,0
19.18,0,0,28,720,1,0,0,0,0,0,0
40.04,17.67,1,26,781,1,1,0,0,1,0,0
99.54,104,12.33,19,575,1,0,0,0,0,0,0
50.49,13.67,0,25,755,1,1,0,0,1,0,0
32.45,0.33,0,25,774,1,0,0,0,1,0,0
43.49,20.67,3.33,25,772,1,0,1,0,1,0,0
33.67,0,0,41,745,0,1,0,0,1,0,0
32.49,10,1.33,21,632,1,0,0,0,0,0,0
63.74,16.33,0.33,19,574,1,0,0,0,0,0,0
74.43,108.33,33.33,23,704,1,0,0,0,0,0,0
19.85,33.33,12.67,29,865,1,0,0,0,1,0,0
62.53,19.67,8,26,773,1,0,0,0,1,0,0
17,0,0,37,719,0,0,0,0,1,0,0
23.06,3.33,3,27,811,1,0,0,0,1,0,0
29.24,11.33,1.67,21,635,1,1,0,0,0,0,0
78.65,4,0,19,554,1,1,0,0,0,0,0
37.33,10,1.67,31,831,1,0,0,0,1,0,0
63.94,5.33,3.33,24,734,1,0,0,0,1,0,0
80.41,52.33,3.67,19,562,1,0,0,0,0,0,0
167.36,60,2.33,19,566,1,1,0,1,1,0,0
50.58,20.33,5,21,619,1,0,0,0,0,0,0
90.69,12.67,1.33,18,533,1,0,0,0,0,0,0
78.92,3.33,1,18,544,1,0,0,0,0,0,0
30.9,8.33,1,26,780,1,1,0,0,1,0,0
77.59,64.33,1.33,23,699,1,0,0,0,1,0,0
78.09,37.33,3.67,24,613,1,0,0,0,0,0,0
30.85,9.33,0,11,325,0,0,0,0,0,0,0
38.74,0,0,25,757,1,0,0,0,1,0,0
45.73,61,12.33,31,135,1,0,0,0,1,1,0
17.15,0,0,26,790,1,1,0,0,1,0,0
35.95,5,0.67,15,464,0,0,1,1,1,0,0
54.54,69,33.67,25,738,1,0,0,0,0,0,0
11.31,14,4.67,22,665,1,0,0,0,0,0,0
36.48,2.67,0,21,613,1,0,0,0,0,0,0
49.99,0,0,14,435,0,1,0,0,1,0,0
104.88,16,0,16,484,1,0,0,0,0,0,0
42.5,0,0,10,296,0,0,0,0,0,0,0
42.18,1.33,0.33,16,462,0,1,1,1,1,0,0
52.41,12,1.67,27,762,1,1,1,1,1,0,0
32.77,0,0,10,306,0,0,0,0,0,0,0
11.1,2.33,1.67,17,510,0,0,0,0,1,0,0
61.51,13.67,0.33,19,562,1,0,0,0,0,0,0
10.4,18.67,4.67,18,529,0,0,1,0,1,0,0
50,0,0,24,727,1,0,0,1,1,0,0
20.17,0.67,0,26,780,1,0,0,0,1,0,0
52.73,13.33,0,25,734,1,0,0,1,1,0,0
51.36,10.67,5,25,750,1,1,1,0,1,0,0
31.13,0,0,26,767,1,1,0,1,1,0,0
30.25,6,0,25,461,0,0,0,0,0,0,0
36.96,0.33,0,20,595,1,0,0,0,0,0,0
31.1,3.33,0.67,25,758,1,0,0,0,1,0,0
49.99,25,7.33,26,768,1,0,0,0,1,0,0
37.04,6.67,0.67,25,751,1,1,0,0,1,0,0
65.74,32.33,8.67,25,743,1,1,0,0,1,0,0
5,0,0,21,638,1,0,0,0,0,0,0
53.38,10.33,7.33,17,475,0,1,0,0,1,0,0
35.34,2,0,10,297,0,0,0,0,0,0,0
213.77,48.33,8.67,17,496,1,0,0,0,1,0,0
28.5,17.33,0.67,25,756,1,1,0,0,1,0,0
49.14,25,0.33,19,567,1,0,0,0,0,0,0
25.76,5,3,26,775,1,1,0,1,1,0,0
30.26,1.33,0,24,740,1,0,0,0,1,0,0
12.72,5.33,7,18,525,0,1,0,1,1,0,0
46.09,28.33,7.33,15,458,0,0,0,0,1,0,0
41.01,0,0,19,573,1,0,0,0,0,0,0
30.46,0,0,25,749,1,0,0,0,1,0,0
44.23,4,4.33,25,747,1,1,0,0,1,0,0
168.15,34,3.33,12,371,1,1,0,0,0,0,0
30.71,13.33,0,25,748,1,1,0,0,1,0,0
14.59,0,0,25,765,1,1,0,0,1,0,0
29.99,0.33,3.33,25,758,1,1,1,0,1,0,0
55.73,18.33,5.67,19,572,1,0,0,0,0,0,0
50.64,16,1,19,563,1,1,0,0,0,0,0
29.99,3.67,0,14,440,0,0,0,0,1,0,0
38.47,3.67,0.33,25,739,1,0,0,0,1,0,0
36.98,13.67,5.33,36,767,1,0,0,0,0,0,0
30.87,0,0,25,746,1,1,0,0,1,0,0
77.69,13.33,5.33,14,404,0,0,0,0,1,0,0
12.59,9.33,2.67,22,640,1,0,0,0,0,0,0
32.49,1,0,19,579,1,0,0,0,0,0,0
30.77,5.67,0,19,580,1,0,0,0,0,0,0
55.01,16,7,24,729,1,0,0,0,1,0,0
110.73,25,8.33,17,497,1,0,0,0,0,0,0
163.38,41.33,13.67,15,435,1,0,0,0,0,0,0
33.98,4.33,1,22,609,1,0,0,0,0,0,0
11.1,1.33,4,26,787,1,1,0,0,1,0,0
22.84,0,1.33,26,766,1,1,0,0,1,0,0
75.15,38,4.33,23,687,1,0,0,0,1,0,0
